Samtala,,Sérheiti,Hlutverk,Tegund,X (A),Y (N),nakvaemni,Uppdrættir,Ljósmyndir,Skrásetjari á vettvangi,Dags,Skrásetjari á gagnagrunn,Dagsetning innsláttar,Sveitarfélagsnúmer
MH-004:010,,Digravarða,óþekkt,varða,411620,474517,2,,MH004_010_SA,EH/ÁE,08/09/04,,,
MH-004:011,,Daníelsvarða,óþekkt,varða,411472,474413,2,,"MH004_011a_A , MH004_011b_V",EH/ÁE,08/09/04,,,
MH-004:012,,Kofalækir,óþekkt,þúst,411994,474080,2,MH004_012,MH004_012_NA,EH/ÁE,08/09/04,,,
MH-004:013,,,smalakofi,tóft,412039,475936,2,MH004_013,MH004_013_SA,EH/ÁE,08/09/04,,,
MH-004:014,,Torfdalur,rista,örnefni,411789,473910,2,,,EH/ÁE,09/09/04,,,
MH-004:015,,Kvíahóll,kvíar,örnefni,411779,473884,2,,,EH/ÁE,09/09/04,,,
MH-004:016,,Heyvegur,leið,gata,411710,474421,2,,MH004_016_N,EH/ÁE,08/09/04,,,
MH-004:017,,Miðgötur,leið,gata,412262,476188,2,,,EH/ÁE,08/09/04,,,
MH-004:018,,Illadý,vatnsból,lind,427787,473479,2,,,EH/ÁE,09/09/04,,,
MH-004:019,,Pálsvarða,óþekkt,varða,412277,475064,2,,MH004_019_NV,EH/ÁE,08/09/04,,,
MH-004:020,,Tæpagata,leið,gata,412816,476422,2,,,EH/ÁE,08/09/04,,,
MH-004:021,,Dalsel,sel,tóft,413089,475898,2,MH004_021,"MH004_021a_A , MH004_021b_A , MH004_021c_A",EH/ÁE,08/09/04,,,
MH-004:023,,Álftasundsvegur,leið,gata,409668,475190,2,,,EH/ÁE,09/09/04,,,
MH-004:024,,,óþekkt,varða,410475,474870,2,,MH004_024_N,EH/ÁE,09/09/04,,,
MH-004:025,,,smalakofi,hleðsla,410355,478307,2,,"MH004_025a_SSV , MH004_025b_SSA",EH/ÁE,09/09/04,,,
MH-004:026,,,óþekkt,varða,411445,474607,2,,MH004_037_NV,EH/ÁE,08/09/04,,,
MH-004:027,,Leynir,býli,tóft,411621,473697,2,MH004_027,,EH/ÁE,07/09/04,,,
MH-004:028,,,fjós,frásögn,411789,473789,2,,,EH/ÁE,07/09/04,,,
MH-004:029,,,leið,heimild,411711,473739,2,,,EH/ÁE,07/09/04,,,
MH-004:030,,Kvíagata,leið,heimild,411778,473835,2,,,EH/ÁE,09/09/04,,,
MH-004:031,,,mógrafir,frásögn,411612,474967,2,,,EH/ÁE,09/09/04,,,
MH-004:032,,Eystrivegur,leið,gata,412259,476119,2,,,EH/ÁE,08/09/04,,,
MH-004:033,,Vestrivegur,leið,heimild,410918,473976,2,,,EH/ÁE,09/09/04,,,
MH-004:034,,Erlingsvarða,,heimild,411913,476226,2,,,EH/ÁE,08/09/04,,,
MH-004:035,,,óþekkt,varða,412829,476762,2,,MH004_035_N,EH/ÁE,08/09/04,,,
MH-004:036,,,smiðja,heimild,411719,473798,2,,,EH/ÁE,07/09/04,,,
MH-005:001,,Hallkelsstaðir,bústaður,bæjarstæði,409877,472392,2,,"MH005_001a_N , MH005_001b_N",ÁE,30/09/04,,,
MH-005:002,,,fjárhús,heimild,405827,472577,2,,,ÁE,30/09/04,,,
MH-005:003,,,fjárhús,heimild,409748,472299,2,,,ÁE,30/09/04,,,
MH-005:004,,,traðir,heimild,409782,472339,2,,,ÁE,30/09/04,,,
MH-005:005,,Krákslág,,þjóðsaga,409159,472172,2,,,ÁE,01/10/04,,,
MH-005:006,,Lubbagata,leið,gata,409398,472014,2,,,ÁE,01/10/04,,,
MH-005:007,,Nátthagi,nátthagi,gerði,409492,472076,2,MH005_007,"MH005_007a_SV , MH005_007b_SV , MH005_007c_NA",?,01/10/04,,,
MH-005:008,,Brött,,álagablettur,409502,472172,2,,,ÁE,30/09/04,,,
MH-005:009,,Lækjavarða,óþekkt,varða,409420,472342,2,,MH005_009_N,ÁE,30/09/04,,,
MH-005:010,,Kúavað,vað,heimild,409534,472214,2,,,ÁE,30/09/04,,,
MH-005:011,,Króksstaðir,leikvöllur,varða,409478,472552,2,,"MH005_011a_SSV , MH005_011b_A",ÁE,30/09/04,,,
MH-005:012,,Lækjargata,leið,gata,409492,472424,2,,MH005_012_A,ÁE,30/09/04,,,
MH-005:013,,Stekkjarvað,vað,heimild,409693,472470,2,,,ÁE,30/09/04,,,
MH-005:014,,Stekkurinn,stekkur,tóft,409282,472772,2,MH005_014,"MH005_014a_V , MH005_014b_SSV , MH005_014c_V",ÁE,30/09/04,,,
MH-005:015,,Gvendarbrunnur,,lind,409270,472759,2,,,ÁE,30/09/04,,,
MH-005:016,,Náttmálavarða,eyktarmark,varða,409017,472897,2,,MH005_016_N,ÁE,30/09/04,,,
MH-005:017,,,landamerki,varða,408466,474208,2,,MH005_017_NNA,ÁE,29/09/04,,,
MH-005:018,,Langamelsvarða,óþekkt,varða,409281,472978,2,,MH005_018_N,ÁE,30/09/04,,,
MH-005:019,,,mógrafir,náma,409799,473342,2,MH005_019,MH005_019_NNA,ÁE,30/09/04,,,
MH-005:020,,,fjós,heimild,409900,472398,2,,,ÁE,01/10/04,,,
MH-005:021,,Hallkelsstaðaþúfa,óþekkt,varða,409357,475051,2,,"MH005_021a_V , MH005_021b_NNV",ÁE,29/09/04,,,
MH-005:022,,Fjárgötur,leið,heimild,409346,475042,2,,,ÁE,29/09/04,,,
MH-005:023,,,smiðja,hús,409876,472425,2,,MH005_023_N,ÁE,01/10/04,,,
MH-005:025,,Spóholtsvarða,óþekkt,varða,409638,473509,2,,MH005_025_N,ÁE,30/09/04,,,
MH-005:026,,,fjárhús,heimild,409766,472256,2,,,ÁE,01/10/04,,,
MH-005:027,,Gamli brunnur,vatnsból,brunnur,409884,472375,2,,,ÁE,01/10/04,,,
MH-005:028,,,,öskuhaugur,409917,472391,2,,,ÁE,01/10/04,,,
MH-005:029,,Strókur,huldufólksbústaður,heimild,409917,472391,2,,MH005_029_N,ÁE,01/10/04,,,
MH-005:030,,Tóftarhóll,óþekkt,heimild,410500,472819,2,,,ÁE,01/10/04,,,
MH-005:031,,Gunnlaugsstekkur,stekkur,tóft,410350,472500,2,MH005_031,MH005_031_N,ÁE,01/10/04,,,
MH-005:032,,,leið,gata,410343,472506,2,,,ÁE,01/10/04,,,
MH-005:033,,Þvottasteinn,þvottastaður,heimild,410106,472469,2,,,ÁE,01/10/04,,,
MH-005:034,,,vað,heimild,410101,472504,2,,,ÁE,01/10/04,,,
MH-005:035,,Lambhúshóll,fjárhús,heimild,409786,472315,2,,,ÁE,01/10/04,,,
MH-005:036,,Strákabuna,þvottastaður,heimild,410079,472709,2,,,ÁE,01/10/04,,,
MH-005:037,,Hesthúshóll,hesthús,heimild,409865,472424,2,,,ÁE,01/10/04,,,
MH-005:038,,Kvíar,kvíar,heimild,409945,472481,2,,,ÁE,01/10/04,,,
MH-005:039,,,hesthús,heimild,409969,472504,2,,,ÁE,01/10/04,,,
MH-005:040,,Súrgryfjuhóll,heygryfja,heimild,409978,472413,2,,,ÁE,01/10/04,,,
MH-006:001,,Kollstaðir,bústaður,bæjarhóll,408269,471394,2,,"MH006_001a_A , MH006_001b_NV , MH006_001c_N",ÁE,27/10/04,,,
MH-006:002,,,smiðja,heimild,408236,471398,2,,,ÁE,27/10/04,,,
MH-006:003,,Húsagötur,leið,gata,408220,471367,2,,,ÁE,27/10/04,,,
MH-006:004,,,beitarhús,heimild,407416,470957,2,,,ÁE,27/10/04,,,
MH-006:005,,Heimastahús,beitarhús,heimild,407472,470989,2,,,ÁE,27/10/04,,,
MH-006:006,,,rista,heimild,407194,470912,2,,,ÁE,28/10/04,,,
MH-006:007,,Holaðisteinn,,náttúrumin,407352,470396,2,,,ÁE,26/10/04,,,
MH-006:008,,Torfabrunnur,brunnur,brunnur,408372,471495,2,,MH006_008a_ofaná,ÁE,17/10/04,,,
MH-006:009,,,hrútakofi,heimild,407380,470934,2,,,ÁE,27/10/04,,,
MH-006:010,,Lambhúshóll,lambhús,heimild,408241,471292,2,,,ÁE,27/10/04,,,
MH-006:011,,,fjós,heimild,409870,471368,2,,,ÁE,27/10/04,,,
MH-006:012,,,leið,heimild,408583,471473,2,,,ÁE,27/10/04,,,
MH-006:013,,Nátthagi,nátthagi,hleðsla,408583,471473,2,,MH006_013_SV,ÁE,26/10/04,,,
MH-006:014,,,,álagablettur,408603,471478,2,,,ÁE,26/10/04,,,
MH-006:015,,,brunnur,tóft,408334,471407,2,MH006_015,MH006_015_SV.jpg,ÁE,27/10/04,,,
MH-006:016,,Myrkvakimagata,leið,gata,408398,471174,2,,MH006_016_N,ÁE,27/10/04,,,
MH-006:017,,Neðstifoss,,heimild,408533,471573,2,,,ÁE,26/10/04,,,
MH-006:018,,,landamerki,varða,407967,473853,2,,MH006_018_N,ÁE,28/10/04,,,
MH-006:019,,Stekkurinn,stekkur,heimild,407518,470591,2,,,ÁE,26/10/04,,,
MH-006:020,,Hellirinn,fjárskýli,hellir,407312,470267,2,,"MH006_020a_A (ofaná) , MH006_020b_NNA",ÁE,26/10/04,,,
MH-006:021,,Hvolpapollur,sundlaug,heimild,408589,471496,2,,,ÁE,26/10/04,,,
MH-006:022,,,hesthús,tóft,408364,471449,2,MH006_022,"MH006_022a_NNA , MH006_022b_NNA , MH006_022c_NV",ÁE,27/10/04,,,
MH-006:023,,,rista,heimild,407969,472574,2,,,ÁE,28/10/04,,,
MH-006:024,,Bjargarlind,vatnsból,lind,408364,471449,2,,,ÁE,27/10/04,,,
MH-006:025,,,stekkur,þúst,407336,470463,2,MH006_025," MH006_025a_VNV , MH006_025b_NV ,",ÁE,26/10/04,,,
MH-006:026,,,hænsnakofi,frásögn,408222,471390,2,,,ÁE,26/10/04,,,
MH-006:027,,Kobbavarða,óþekkt,varða,407028,471445,2,,MH006_027_N,ÁE,28/10/04,,,
MH-006:028,,,óþekkt,varða,408180,471636,2,,MH006_028_A,ÁE,25/10/04,,,
MH-006:029,,Rauðablásturstóftin,rauðablástur,heimild,407525,471054,2,,,ÁE,27/10/04,,,
MH-006:030,,Torflág,rista,heimild,407877,471177,2,,,ÁE,27/10/04,,,
MH-006:031,,Kúagata,leið,gata,408078,471240,2,,,ÁE,27/10/04,,,
MH-006:032,,Litlavarða,óþekkt,varða,408215,471544,2,,"MH006_032_ASA , MH006_032b_S",ÁE,25/10/04,,,
MH-006:033,,,túngarður,garðlag,408189,471357,2,,,ÁE,27/10/04,,,
MH-006:034,,Kúastapasel,sel,heimild,408077,473593,2,,,ÁE,28/10/04,,,
MH-006:035,,Þrívörður,óþekkt,varða,408220,471901,2,,"MH006_035a_SV , MH006_035(a)b_N , MH006_035(b)c_N",ÁE,25/10/04,,,
MH-006:036,,Góluvarða,samgöngubót,varða,408240,472120,2,,MH006_036_NNV,ÁE,25/10/04,,,
MH-006:037,,,leið,heimild,408251,472123,2,,,ÁE,25/10/04,,,
MH-006:038,,,hlaða,frásögn,408285,471429,2,,,ÁE,27/10/04,,,
MH-006:039,,Bjargarstekkur,stekkur,heimild,410130,471529,2,,,ÁE,28/10/04,,,
MH-006:040,,Sel,sel,tóftir,407270,472004,2,MH006_040,"MH006_040a_SSA , MH006_040b_S",ÁE,25/10/04,,,
MH-006:041,,,óþekkt,varða,407270,472045,2,,MH006_041_N,ÁE,25/10/04,,,
MH-006:042,,Hnúkar,,þjóðsaga,407719,471576,2,,,ÁE,25/10/04,,,
MH-006:044,,Rauðvarða,óþekkt,varða,408178,472893,2,,MH006_044_N,ÁE,25/10/04,,,
MH-007:001,,Gilsbakki,bústaður,bæjarhóll,405462,470497,2,,"MH007_001a_N , MH007_001b_N , MH007_001c_N ,",EH/ÁE,10/09/04,,,
MH-007:002,,Kirkjugarður,kirkja,kirkjugarður,405429,470576,2,,"MH007_002a_NV , MH007_002b_NV , MH007_002c_SA",EH,10/09/04,,,
MH-007:003,,,bústaður,hús,405471,470519,2,,,EH,10/09/04,,,
MH-007:004,,,fjós,heimild,405518,470479,2,,MH007_004_NNA,EH/ÁE,10/09/04,,,
MH-007:005,,Hermundarhóll,legstaður,dys,405326,470442,2,,MH007_005_VNV,EH,10/09/04,,,
MH-007:006,,,,hleðsla,405422,470285,2,,"MH007_006a_NA , MH007_006b_SSA",EH/ÁE,10/09/04,,,
MH-007:007,,Smiðjutunga,smiðja,örnefni,405534,470519,2,,,EH,10/09/04,,,
MH-007:008,,Kvennastígur,leið,gata,405377,470308,2,,MH007_008_NNA,EH/ÁE,10/09/04,,,
MH-007:009,,Hundavað,vað,heimild,409104,468214,2,,,ÁE,16/09/04,,,
MH-007:010,,Sesseljuvað,vað,heimild,409104,468214,2,,,ÁE,16/09/04,,,
MH-007:011,,Oddavað,vað,heimild,409293,468532,2,,,ÁE,16/09/04,,,
MH-007:012,,,óþekkt,tóftir,406159,473275,2,MH007_012,"MH007_012a_ANA , MH007_012b_SA , MH007_012c_SSV",ÁE,13/09/04,,,
MH-007:013,,Gunnlaugshöfði,,þjóðsaga,406946,468060,2,,MH007_013_ASA,ÁE,16/09/04,,,
MH-007:014,,Barnafoss,,þjóðsaga,405862,468209,2,,MH007_014_ANA,ÁE,16/09/04,,,
MH-007:015,,Barnafossbrú,brú,brú,405838,468249,2,,"MH007_015a_N , MH007_015b_NA",ÁE,16/09/04,,,
MH-007:016,,,leið,gata,405872,468296,2,,"MH007_016a_SA , MH007_016b_NA , MH007_016c_SA",ÁE,16/09/04,,,
MH-007:017,,,traðir,heimild,405653,470343,2,,,EH/ÁE,10/09/04,,,
MH-007:018,,,rétt,frásögn,405449,470492,2,,,EH/ÁE,10/09/04,,,
MH-007:019,,Prestagata,leið,gata,408751,469613,2,,MH007_019_ASA,ÁE,16/09/04,,,
MH-007:020,,Prestavarða,samgöngubót,varða,408750,469604,2,,MH007_020_SSV,ÁE,16/09/04,,,
MH-007:021,,,smiðja,frásögn,405487,470485,2,,,EH/ÁE,10/09/04,,,
MH-007:022,,,kolagröf,frásögn,407950,470035,2,,,ÁE,10/09/04,,,
MH-007:023,,Hraunhús,beitarhús,heimild,405419,469238,2,,,EH/ÁE,10/09/04,,,
MH-007:024,,Stóraklif,samgöngubót,hleðsla,406149,469093,2,,"MH007_024a_V , MH007_024b_N",ÁE,16/09/04,,,
MH-007:025,,Þrengsli,leið,gata,404889,468662,2,,MH007_025_SV,ÁE,17/09/04,,,
MH-007:026,,,sæluhús,tóft,405032,468490,2,MH007_026,MH007_026_S,ÁE,17/09/04,,,
MH-007:027,,Grásteinn,landamerki,heimild,403753,469246,2,,,ÁE,06/10/04,,,
MH-007:028,,Skógarvarða,óþekkt,varða,404149,469191,2,,MH007_028_NA,ÁE,15/09/04,,,
MH-007:029,,Þrívörður,landamerki,varða,403710,469607,2,,"MH007_029 (nyrðri)_NNA , MH007_029(syðri)a_NNA ,",ÁE,15/09/04,,,
MH-007:030,,Einstakavarða,landamerki,varða,403890,469963,2,,MH007_030_NV,ÁE,15/09/04,,,
MH-007:031,,Sauðhús,beitarhús,tóftir,404571,469942,2,MH007_031,"MH007_031(A)_ofanáeystri ,",ÁE,15/09/04,,,
MH-007:032,,Kirkjustapi,óþekkt,varða,404925,470598,2,,"MH007_032a_NV , MH007_032b_N",ÁE,15/09/04,,,
MH-007:033,,Stekkurinn,stekkur,tóftir+garðlag,405138,469461,2,MH007_033,"MH007_033(1)_N , MH007_033(2)_VSV ,",ÁE,14/09/04,,,
MH-007:034,,,nátthagi,gerði,406563,473632,2,MH007_034,"MH007_034a_NA , MH007_034b_VSV , MH007_034c_N",ÁE,13/09/04,,,
MH-007:035,,Smalabyrgi,smalakofi,hleðsla,404815,472996,2,MH007_035,"MH007_034d_NNV , MH007_035b_A",ÁE,13/09/04,,,
MH-007:036,,,rista,frásögn,405499,471758,2,,,ÁE,13/09/04,,,
MH-007:037,,,óþekkt,varða,406051,469549,2,,MH007_037_NA,ÁE,16/09/04,,,
MH-007:038,,,óþekkt,varða,407073,469540,2,,MH007_038_A,ÁE,16/09/04,,,
MH-007:039,,,vað,heimild,409508,478515,2,,,ÁE,29/09/04,,,
MH-007:040,,Skálatóft,óþekkt,tóft,409913,478871,2,MH007_040,"MH007_040a_S.jpg , MH007_040b_N.jpg ,",ÁE,29/09/04,,,
MH-007:041,,Tjaldhóll,tjaldstæði,heimild,407597,474376,2,,,ÁE,14/09/04,,,
MH-007:042,,Kolflöt,kolagröf,örnefni,409392,471715,2,,,EH/ÁE,10/09/04,,,
MH-007:043,,Selholt,sel,tóftir,408334,475606,2,MH007_043,"MH007_043a(1)_NV , MH007_043b(2)_SV ,",ÁE,14/09/04,,,
MH-007:044,,Sveinsstígur,,þjóðsaga,409152,476410,2,,,ÁE,14/09/04,,,
MH-007:045,,,landamerki,varða,408993,476368,2,,"MH007_045_N ,",ÁE,14/09/04,,,
MH-007:046,,Sleggja,óþekkt,varða,406448,472909,2,,MH007_046_N,ÁE,13/09/04,,,
MH-007:047,,Merkjavarða,landamerki,varða,407075,473116,2,,MH007_047_NA,ÁE,13/09/04,,,
MH-007:048,,Efra-Torfavað,vað,heimild,405618,471498,2,,,ÁE,13/09/04,,,
MH-007:049,,Neðra-Torfavað,vað,heimild,405459,471025,2,,,ÁE,13/09/04,,,
MH-007:050,,Stórismali,óþekkt,varða,405755,471215,2,,MH007_050_N.jpg,ÁE,13/09/04,,,
MH-007:051,,"""Varðan fyrir ofan Lat""",óþekkt,varða,406386,471355,2,,MH007_051_N,ÁE,13/09/04,,,
MH-007:052,,Torfdalur,rista,frásögn,406052,470458,2,,,ÁE,10/09/04,,,
MH-007:053,,Túnvað,vað,heimild,405365,470156,2,,,EH,10/09/04,,,
MH-007:054,,Gvendarbrunnur,,lind,405381,470171,2,,,EH,10/09/04,,,
MH-007:055,,Símon,,hleðsla,406538,470413,2,,MH007_055_SSA,ÁE,17/09/04,,,
MH-007:056,,Þórðargerði,býli,tóftir+garðlag,406749,470249,2,MH007_056,"MH007_056a(garðl)_NNA , MH007_056b(garðl)_NV",ÁE,21/09/04,,,
MH-007:057,,Hlíðargata,leið,gata,406057,470170,2,,"MH007_057a_NV , MH007_057b_NV",ÁE,05/10/04,,,
MH-007:058,,Kúagata,leið,gata,405680,470124,2,,"MH007_058a_SA , MH007_058b_ASA",ÁE,05/10/04,,,
MH-007:059,,,heygarður,þúst,405999,471129,2,,,ÁE,05/10/04,,,
MH-007:060,,Votahvammsvað,vað,frásögn,404894,469641,2,,,ÁE,15/09/04,,,
MH-007:061,,Miðvað,vað,frásögn,404913,469840,2,,,ÁE,15/09/04,,,
MH-007:062,,Efstavað,vað,frásögn,404886,470021,2,,,ÁE,15/09/04,,,
MH-007:063,,Dysin,legstaður,dys,405319,470697,2,,"MH007_063a_V , MH007_063b_N",ÁE,10/09/04,,,
MH-007:064,,,refagildra,hleðsla,404940,468895,2,,"MH007_064a_A , MH007_064b_N",ÁE,17/09/04,,,
MH-007:065,,,refagildra,hleðsla,406883,469484,2,,"MH007_065a_SV , MH007_065b_A",ÁE,16/09/04,,,
MH-007:066,,,refagildra,hleðsla,405952,469216,2,,"MH007_066a_S , MH007_066b_A",ÁE,16/09/04,,,
MH-007:067,,,rétt,tóftir,404799,468518,2,MH007_067,"MH007_067a_S , MH007_067b_N",ÁE,17/09/04,,,
MH-007:068,,,lögn,hleðsla,404115,468569,2,,MH007_068_S,ÁE,17/09/04,,,
MH-007:069,,Kolstaðakofaholt,smalakofi,tóft,408356,474538,2,MH007_069,"MH007_069a_NNA , MH007_069b_VSV",ÁE,14/09/04,,,
MH-007:070,,,túngarður,heimild,405394,470577,2,,,EH,10/09/04,,,
MH-007:071,,,túngarður,heimild,405388,470245,2,,,EH,10/09/04,,,
MH-007:072,,,brunnur,heimild,405505,470531,2,,,EH,10/09/04,,,
MH-007:073,,Garðtunga,heygarður,heimild,405474,470484,2,,,ÁE,10/09/04,,,
MH-007:074,,,rétt,tóft,404754,469005,2,MH007_074,"MH007_074a_VSV , MH007_074b_NV , MH007_074c_N",ÁE,15/09/04,,,
MH-007:075,,,rétt,tóft,405164,468378,2,MH007_075,"MH007_075a_S , MH007_075b_V",ÁE,17/09/04,,,
MH-007:076,,,,öskuhaugur,405486,470496,2,,,EH/ÁE,10/09/04,,,
MH-007:077,,,lambhús,heimild,405541,470562,2,,,EH,10/09/04,,,
MH-007:078,,,hesthús,frásögn,405537,470595,2,,,EH,10/09/04,,,
MH-007:079,,,hjallur,frásögn,405439,470522,2,,,EH,10/09/04,,,
MH-007:080,,,leið,frásögn,405439,470526,2,,,EH,10/09/04,,,
MH-007:081,,,þvottastaður,frásögn,405373,470296,2,,,ÁE,10/09/04,,,
MH-007:082,,,landamerki,varða,407137,472127,2,,MH007_082_ANA,ÁE,13/09/04,,,
MH-007:083,,,traðir,heimild,405541,470461,2,,,ÁE,10/09/04,,,
MH-007:084,,,lambhús,heimild,405586,470490,2,,,ÁE,13/01/05,,,
MH-007:085,,,fjárhús,heimild,405432,470266,2,,,ÁE,13/01/05,,,
MH-007b:001,,,sel,tóftir,410930,481073,2,MH007B_001,"MH007b_001_A , MH007b_001_N ,MH007b_001b_V",ÁE,02/07/05,,,
MH-007b:002,,,sel,tóft,404021,476997,2,MH007B_002,"MH007b_002_S , MH007b_002_SV",ÁE,17/06/05,,,
MH-007b:003,,Bjarnastaðasel,sel,heimild,451071,476041,2,,,ÁE,17/06/05,,,
MH-007b:004,,Gilsbakkasel,sæluhús,tóftir,405686,480093,2,MH007B_004,"MH007b_004a_N  , MH007b_004a_S , MH007b_009b_NNV",ÁE,17/06/04,,,
MH-007b:005,,Þórishóll,,sögustaður,417935,484419,2,,,ÁE,25/08/05,,,
MH-007b:006,,Lambavörðuhæðir,,örnefni,414709,480701,2,,,ÁE,13/08/05,,,
MH-007b:007,,Vörðuflói,,örnefni,418530,484201,2,,,ÁE,25/08/05,,,
MH-007b:008,,Neðri-Grafskurður,mógrafir,örnefni,414326,487318,2,,,ÁE,13/08/05,,,
MH-007b:009,,Vambarhóll,tjaldstæði,heimild,412946,489118,2,MH007b_010,"MH007b_010_A , MH007b_010_ASA, MH007b_010_V",ÁE,13/08/05,,,
MH-007b:010,,Valstrýta,sæluhús,tóft,418133,490001,2,MH007B_010,"MH007b_010_A , MH007b_010_ASA , MH007b_010_V",ÁE,23/08/05,,,
MH-007b:011,,,sæluhús,tóftir,419209,486396,2,MH007B_011,"MH007b_011_A , MH007b_011_N , MH_007_011_S",ÁE,23/08/05,OV,11/02/96,
MH-007b:012,,,sæluhús,heimild,419209,486396,2,MH007B_012,MH007b_012_N,ÁE,23/08/05,OV,11/02/96,
MH-008:001,,Bjarnastaðir,bústaður,bæjarhóll,388131,469362,2,,MH008_001_NA,ÁE,06/10/04,,,
MH-008:002,,Guðmundarhús,fjárhús,tóft,402513,468927,2,MH008_002_004,"MH008_002a_NNA , MH008_002b_SV",ÁE,06/10/04,,,
MH-008:003,,Hjallhóll,hjallur,heimild,402481,468845,2,,,ÁE,06/10/04,,,
MH-008:004,,Guðmundarhús,fjárhús,tóft,402532,468934,2,´MH008_002_004,"MH008_004a_NNA , MH008_004b_N",ÁE,06/10/04,,,
MH-008:005,,,fjárhús,heimild,402438,468947,2,,,ÁE,06/10/04,,,
MH-008:006,,,hesthús,heimild,402565,468970,2,,,ÁE,06/10/04,,,
MH-008:007,,,traðir,heimild,402440,468841,2,,,ÁE,06/10/04,,,
MH-008:008,,Hali,leið,gata,402543,468796,2,,,?,06/10/04,,,
MH-008:009,,Fjóshóll,fjós,heimild,402357,468921,2,,,ÁE,06/10/04,,,
MH-008:010,,Hesthúsflöt,hesthús,heimild,402238,468905,2,,,ÁE,06/10/04,,,
MH-008:011,,Mógrafarmói,mógrafir,náma,402544,470423,2,,,ÁE,07/10/04,,,
MH-008:012,,Selgata,leið,gata,403775,470119,2,,,ÁE,07/10/04,,,
MH-008:013,,,rétt,hleðsla,402579,468871,2,MH008_013,,ÁE,06/10/04,,,
MH-008:014,,,,öskuhaugur,402430,468847,2,,,ÁE,06/10/04,,,
MH-008:015,,,heygarður,heimild,402399,468762,2,,,ÁE,06/10/04,,,
MH-008:016,,Brunntún,brunnur,frásögn,402349,469048,2,,,ÁE,06/10/04,,,
MH-008:017,,Hraunárvað,vað,heimild,403796,468643,2,,,ÁE,06/10/04,,,
MH-008:018,,Snagi,,þjóðsaga,403351,468575,2,,,ÁE,06/10/04,,,
MH-008:019,,Bjarnastaðavað,vað,heimild,403314,468487,2,,,ÁE,06/10/04,,,
MH-008:020,,Markúsarkofi,hesthús,þúst,402607,468711,2,,,ÁE,06/10/04,,,
MH-008:021,,Ferjukofinn,naust,tóft,402607,468711,2,MH008_021,,ÁE,06/10/04,,,
MH-008:022,,,,gripir,403301,469105,2,,,ÁE,06/10/04,,,
MH-008:023,,Náttmálavarða eystri,eyktarmark,varða,403286,471427,2,,MH008_032_N,ÁE,07/10/04,,,
MH-008:024,,,óþekkt,varða,402062,469790,2,,MH008_024_NV,ÁE,07/10/04,,,
MH-008:025,,Stekkur(inn),stekkur,tóft,403103,469185,2,MH008_025,"MH008_025a_A , MH008_025b_A , MH008_025c_S",ÁE,07/10/04,,,
MH-008:026,,Siggusel,sel,heimild,403418,469737,2,,,ÁE,07/10/04,,,
MH-008:027,,Siggudys,legstaður,dys,403401,469758,2,,MH008_027_V,ÁE,07/10/04,,,
MH-008:028,,Náttmálavarða vestari,eyktarmark,varða,402775,471339,2,,"MH008_033a_N , MH008_033b_ASA",ÁE,07/10/04,,,
MH-008:029,,,smalakofi,tóft,401978,471367,2,MH008_029,"MH008_034a_ASA , MH008_034b_ASA",ÁE,07/10/04,,,
MH-008:030,,Syðri-Hnappvarða,landamerki,varða,402321,470272,2,,MH008_030_SV,ÁE,07/10/04,,,
MH-008:031,,Nyrðri-Hnappvarða,óþekkt,varða,402321,470272,2,,MH008_031_NNV,ÁE,07/10/04,,,
MH-008:032,,,sel,örnefni,402225,470233,2,,,ÁE,12/11/04,,,
MH-009:001,,Kirkjuból,bústaður,bæjarstæði,401352,469001,2,,"MH009_001a_NNV , MH009_001b_N",ÁE,11/11/04,,,
MH-009:002,,,fjárhús,heimild,401344,469077,2,,,ÁE,11/11/04,,,
MH-009:003,,,fjárhús,heimild,401421,468985,2,,,ÁE,11/11/04,,,
MH-009:004,,,leið,heimild,401295,469034,2,,,ÁE,11/11/04,,,
MH-009:005,,Bæjarhóll,bústaður,bæjarhóll,401259,469000,2,,MH009_005_V,ÁE,11/11/04,,,
MH-009:006,,,,öskuhaugur,401377,469003,2,,,ÁE,11/11/04,,,
MH-009:007,,Bænhúshóll,bænhús,heimild,401334,469035,2,,,ÁE,11/11/04,,,
MH-009:008,,,leið,frásögn,401389,469178,2,,,ÁE,12/11/04,,,
MH-009:009,,Erlingsbrekka,,sögustaður,400485,469529,2,,,ÁE,12/11/04,,,
MH-009:010,,Vörðuhóll,óþekkt,varða,401418,469366,2,,MH009_010_A,ÁE,12/01/04,,,
MH-009:011,,Fornistekkur,stekkur,tóft,400863,469130,2,MH009_011,"MH009_011a_SSV , MH009_011b_SV",ÁE,11/11/04,,,
MH-009:012,,Gerði,óþekkt,heimild,401435,469016,2,,,ÁE,11/11/04,,,
MH-009:013,,Grásteinn,huldufólksbústaður,heimild,400805,469188,2,,MH009_013_V,ÁE,11/11/04,,,
MH-009:014,,Hornahóll,leikvöllur,heimild,401284,469062,2,,,ÁE,11/11/04,,,
MH-009:015,,Hærrahússbrún,smalakofi,örnefni,401708,471368,2,,,ÁE,12/11/04,,,
MH-009:016,,,rista,heimild,401920,470339,2,,,ÁE,12/11/04,,,
MH-009:017,,,smalakofi,tóft,401979,470936,2,MH009_017,"MH009_017a_NNV , MH009_017b_NNV , MH009_017c_VNV",ÁE,12/11/04,,,
