Samtala,,Sérheiti,Hlutverk,Tegund,X (A),Y (N),nakvaemni,Uppdrættir,Ljósmyndir,Skrásetjari á vettvangi,Dags,Skrásetjari á gagnagrunn,Dagsetning innsláttar,Sveitarfélagsnúmer
MH-009:018,,Kvíaból,kvíar,tóft,401422,469063,2,MH009_018,"MH009_018a_NA , MH009_018b_NNA",ÁE,11/11/04,,,
MH-009:019,,,landamerki,heimild,401899,468784,2,,,ÁE,12/11/04,,,
MH-009:020,,Nýistekkur,stekkur,heimild,401416,468967,2,,,ÁE,11/11/04,,,
MH-009:021,,Volgudý,vatnsból,heimild,400838,468932,2,,,ÁE,11/11/04,,,
MH-010:001,,Hvammur,bústaður,bæjarstæði,399396,469314,2,,"MH010_001a_N , MH010_001b_N",ÁE,07/10/04,,,
MH-010:002,,,hlaða,heimild,399410,469306,2,,,ÁE,07/10/04,,,
MH-010:003,,,fjárhús,heimild,399360,469219,2,,,ÁE,07/10/04,,,
MH-010:004,,Fjárhúshóll,fjárhús,heimild,399420,469206,2,,,ÁE,07/10/04,,,
MH-010:005,,,traðir,vegur,399312,469326,2,,MH010_005_V,ÁE,08/10/04,,,
MH-010:006,,,kálgarður,gerði,399312,469326,2,,MH010_006_NV,ÁE,21/10/04,,,
MH-010:007,,Smiðjulaut,smiðja,heimild,399371,469297,2,,,ÁE,07/10/04,,,
MH-010:008,,,,öskuhaugur,399427,469313,2,,,ÁE,07/10/04,,,
MH-010:009,,,heygarður,frásögn,399414,469321,2,,,ÁE,21/10/04,,,
MH-010:010,,Gamlistekkur,stekkur,heimild,400000,469110,2,,,ÁE,07/10/04,,,
MH-010:011,,Brunnbrekkur,brunnur,örnefni,400340,469610,2,,,ÁE,08/10/04,,,
MH-010:012,,Háavarða,,heimild,399913,469721,2,,,ÁE,08/10/04,,,
MH-010:013,,Stekkurinn,stekkur,tóft+garðlag,399884,469372,2,MH010_013,"MH010_013a_NNA , MH010_013b_SV , MH010_013c_SV",ÁE,07/10/04,,,
MH-010:014,,Vörðubrekkur,,örnefni,399925,469661,2,,,ÁE,08/10/04,,,
MH-010:015,,Kvíabrekka,kvíar,örnefni,399494,469408,2,,,ÁE,21/10/04,,,
MH-010:016,,Tæpugata,leið,gata,399381,469525,2,,,ÁE,21/10/04,,,
MH-010:017,,Gildruholt,refagildra,hleðsla,399787,469742,2,,"MH010_017a_SSV , MH010_017b_SSV , MH010_017c_ASA",ÁE,08/10/04,,,
MH-010:018,,Hvammssel,sel,tóftir,401201,471839,2,MH010_018,"MH010_018a_SSV , MH010_018b_S",ÁE,08/10/04,,,
MH-010:019,,,landamerki,varða,401429,471965,2,,MH010_019_N,ÁE,08/10/04,,,
MH-010:020,,Hrafnavörðusund,,örnefni,399829,470547,2,,,ÁE,08/10/04,,,
MH-010:021,,Rauðkollur,huldufólksbústaður,heimild,399297,469262,2,,MH010_021_NNV,ÁE,07/10/04,,,
MH-010:022,,,útihús,tóft,399318,469319,2,MH010_022,MH010_022_SA,ÁE,08/10/04,,,
MH-010:023,,Þrívörðuholt,óþekkt,varða,399654,469964,2,,"MH010_023a_S , MH010_023b_VNV , MH010_023c_SSA",ÁE,08/10/04,,,
MH-010:024,,Móflatir,mógrafir,örnefni,399170,469961,2,,,ÁE,08/10/04,,,
MH-010:025,,Stekkjarbrekka,stekkur,örnefni,399134,469435,2,,,ÁE,08/10/04,,,
MH-010:026,,Hesthústún,hesthús,heimild,399259,469360,2,,,ÁE,08/10/04,,,
MH-010:027,,,rista,heimild,400017,469180,2,,,ÁE,08/10/04,,,
MH-010:028,,,fjós,frásögn,399415,469316,2,,,ÁE,07/10/04,,,
MH-011:001,,Haukagil,bústaður,bæjarhóll,350711,471489,2,,"MH011_001a_N , MH011_001b_N",ÁE,11/10/04,,,
MH-011:002,,Bænhúshóll,útihús,tóft,398381,469514,2,MH011_002,"MH011_002a_V , MH011_002b_NA , MH011_002c_S",ÁE,11/10/04,,,
MH-011:003,,,lambhús,tóft,398569,469511,2,MH011_003,"MH011_003a_N , MH011_003b_ANA , MH011_003b_SSV",ÁE,13/10/04,,,
MH-011:004,,,fjárhús,tóft,398536,469512,2,MH011_004,"MH011_004a_N , MH011_004b_N , MH011_004c_N",ÁE,13/10/04,,,
MH-011:005,,,leið,heimild,398989,488065,2,,,ÁE,11/10/04,,,
MH-011:006,,Álfkonuhvammur,,álagablettur,398445,469666,2,,,ÁE,13/10/04,,,
MH-011:007,,Ferjuskarð,naust,þúst,398553,469051,2,MH011_007,MH011_007_NNA,ÁE,13/10/04,,,
MH-011:008,,Djúpadalsvarða,óþekkt,varða,399047,470295,2,,MH011_008_S,ÁE,12/10/04,,,
MH-011:009,,Fornistekkur,stekkur,tóft,397884,469473,2,MH011_009,"MH011_009a_SSV , MH011_009b_ASA",ÁE,13/10/04,,,
MH-011:010,,Gíslabrekkur,,þjóðsaga,398823,469493,2,,,ÁE,13/10/04,,,
MH-011:011,,Grafhólsmýri,mógrafir,náma,398755,470176,2,,MH011_011_NNV,ÁE,12/10/04,,,
MH-011:012,,Grafhólsvarða,óþekkt,varða,398717,470428,2,,"MH011_012a_NV , MH011_012b_NV",ÁE,12/10/04,,,
MH-011:013,,Haukagilssel,sel,tóft,398858,471554,2,MH10_013,"MH011_013a_VSV , MH011_013b_A",ÁE,12/10/04,,,
MH-011:014,,Hauksleiði,legstaður,heimild,398441,469506,2,,,ÁE,11/10/04,,,
MH-011:015,,Lambhúshóll,lambhús,örnefni,398433,469527,2,,,ÁE,11/10/04,,,
MH-011:016,,Húsabrunnur,vatnsból,heimild,398434,469507,2,,,ÁE,11/10/04,,,
MH-011:017,,Laxalögn,lögn,heimild,398489,469025,2,,,ÁE,13/10/04,,,
MH-011:018,,Móraskarð,draugur,frásögn,397674,469380,2,,,ÁE,13/10/04,,,
MH-011:019,,Kvíaból,kvíar,tóft,398323,469508,2,MH011_019,MH011_019_N,ÁE,13/10/04,,,
MH-011:020,,Lambhúsmýri,lambhús,heimild,398180,469417,2,,,ÁE,13/10/04,,,
MH-011:021,,,landamerki,heimild,399045,470023,2,,,ÁE,13/10/04,,,
MH-011:022,,Mundaflöt,,þjóðsaga,399045,470023,2,,,ÁE,13/10/04,,,
MH-011:023,,Kláusarhvammur,lögn,heimild,397858,469247,2,,,ÁE,13/10/04,,,
MH-011:024,,Selsíus,óþekkt,varða,399148,471295,2,,"MH011_024a_VSV , MH011_024b_N",ÁE,12/10/04,,,
MH-011:025,,Stekkur(inn),stekkur,heimild,397837,469504,2,,,ÁE,13/10/04,,,
MH-011:026,,Sundpollur,sundlaug,heimild,399037,469713,2,,,ÁE,13/10/04,,,
MH-011:027,,Vörðuhóll,óþekkt,varða,398529,469665,2,,"MH011_027a_NA , MH011_027b_SV",ÁE,12/10/04,,,
MH-011:028,,,rista,heimild,398142,469541,2,,,ÁE,13/10/04,,,
MH-011:029,,,landamerki,heimild,397218,470414,2,,,ÁE,12/10/04,,,
MH-011:030,,Þokukerling,óþekkt,varða,397844,469945,2,,MH011_030_N,ÁE,12/10/04,,,
MH-011:031,,,smalakofi,heimild,399621,471382,2,,,ÁE,12/10/04,,,
MH-011:032,,Sjónarhóll,óþekkt,varða,398908,469963,2,,MH011_032_N,ÁE,13/10/04,,,
MH-011:033,,,landamerki,heimild,400004,472659,2,,,ÁE,12/10/04,,,
MH-011:034,,,landamerki,heimild,397198,471595,2,,MH011_034_NV,ÁE,12/10/04,,,
MH-011:035,,Náttmálaklettar,eyktarmark,varða,397262,470082,2,,MH011_035_NV,ÁE,12/10/04,,,
MH-011:036,,Kúagata,leið,gata,398476,469693,2,,,ÁE,13/10/04,,,
MH-011:037,,,túngarður,garðlag,398364,469581,2,,"MH011_037a_A , MH011_037b_N",ÁE,13/10/04,,,
MH-012:001,,Sámsstaðir,bústaður,bæjarhóll,394750,469562,2,,"MH012_001a_N , MH012_001b_N",ÁE,14/10/04,,,
MH-012:002,,,bænhús,heimild,394764,469569,2,,,ÁE,14/10/04,,,
MH-012:003,,,leið,gata,394537,469445,2,,,ÁE,14/10/04,,,
MH-012:004,,,fjárhús,heimild,394598,469523,2,,,ÁE,14/10/04,,,
MH-012:005,,,fjárhús,heimild,394587,469490,2,,,ÁE,14/10/04,,,
MH-012:006,,,hænsnakofi,heimild,394765,469623,2,,,ÁE,14/10/04,,,
MH-012:007,,,útihús,heimild,394802,469551,2,,,ÁE,14/10/04,,,
MH-012:008,,,útihús,heimild,395532,469643,2,,,ÁE,14/10/04,,,
MH-012:009,,,fjárhús,tóft,395599,469687,2,MH012_009,"MH012_009a_S , MH012_009b_S , MH012_009c_S",ÁE,14/10/04,,,
MH-012:010,,,fjós,heimild,394792,469574,2,,,ÁE,14/10/04,,,
MH-012:011,,,túngarður,garðlag,394762,469633,2,,"MH012_011a_NA , MH012_011b_VNV , MH012_011c_V",ÁE,14/10/04,,,
MH-012:012,,Lögréttutunga,þingstaður,örnefni,394684,469602,2,,,ÁE,14/10/04,,,
MH-012:013,,,rista,frásögn,395143,469208,2,,,ÁE,15/10/04,,,
MH-012:014,,,rista,frásögn,394480,469475,2,,,ÁE,14/10/04,,,
MH-012:015,,,ferja,heimild,394811,469253,2,,,ÁE,15/10/04,,,
MH-012:016,,Neðristekkur,stekkur,tóft+garðlag,393956,469142,2,MH012_016,,ÁE,15/10/04,,,
MH-012:017,,Þvottalág,þvottastaður,heimild,394872,469268,2,,,ÁE,15/10/04,,,
MH-012:018,,Nauthúslág,útihús,örnefni,395004,469284,2,,,ÁE,15/10/04,,,
MH-012:019,,,óþekkt,tóft,395089,469225,2,MH012_019,"MH012_019a_VNV , MH012_019b_SSV",?,15/10/04,,,
MH-012:020,,Stekkur(inn),stekkur,heimild,395089,469225,2,,,ÁE,15/10/04,,,
MH-012:021,,Gvendarstekkur,stekkur,tóft,393844,469514,2,MH012_021,"MH012_021a_SSV , MH012_021b_SSV",ÁE,15/10/04,,,
MH-012:022,,Varða,eyktarmark,varða,394169,469458,2,,"MH012_022a_N , MH012_022b_NA",ÁE,15/10/04,,,
MH-012:023,,Stöðlaból,kvíar,örnefni,394789,469699,2,,,ÁE,14/10/04,,,
MH-012:024,,,útihús,frásögn,394757,469571,2,,,ÁE,14/10/04,,,
MH-012:025,,Hundaþúfa,óþekkt,varða,395116,470228,2,,MH012_025_SV,ÁE,14/10/04,,,
MH-012:026,,Selgötur,leið,gata,395471,470169,2,,"MH012_026a_VSV , MH012_026b_VSV",ÁE,14/10/04,,,
MH-012:027,,Selvarða,samgöngubót,varða,395451,470181,2,,MH012_027_NA,ÁE,14/10/04,,,
MH-012:028,,,leið,gata,396080,470412,2,,,ÁE,14/10/04,,,
MH-012:029,,Mólækur,mógrafir,örnefni,396564,470725,2,,,ÁE,14/10/04,,,
MH-012:030,,Bleiksbollavarða,óþekkt,varða,396051,470755,2,,MH012_030_V,ÁE,14/10/04,,,
MH-012:031,,Kirkjusteinar,,örnefni,395641,470967,2,,MH012_031_NNA,ÁE,14/10/04,,,
MH-012:032,,Sámsstaðavað,vað,heimild,395357,468956,2,,,ÁE,15/10/04,,,
MH-012:033,,Brekkubær,býli,örnefni,394988,469794,2,,,ÁE,15/10/04,,,
MH-012:034,,,smalakofi,hleðsla,394316,470914,2,MH012_034,MH-012_034_V,ÁE,20/10/04,,,
MH-012b:001,,Sámsstaðsel,sel,þúst,399886,474676,2,,"MH012b_001_A , MH012b_001_ANA",ÁE,17/06/05,OV,31/01/96,
MH-012b:002,,Höfðarétt,rétt,hleðsla,399910,474582,2,MH012B_002,MH012b_002_SSA,ÁE,17/06/05,OV,31/01/96,
MH-013:001,,Háfafell,bústaður,bæjarstæði,392709,469584,2,,"MH013_001a_NNA , MH013_001b_NNA",ÁE,16/10/04,,,
MH-013:002,,,útihús,heimild,392689,469577,2,,,ÁE,16/10/04,,,
MH-013:003,,,útihús,heimild,392654,469627,2,,,ÁE,16/10/04,,,
MH-013:004,,,útihús,heimild,392574,469619,2,,,ÁE,16/10/04,,,
MH-013:005,,,útihús,heimild,392616,469433,2,,,ÁE,16/10/04,,,
MH-013:006,,,fjárhús,heimild,392831,469461,2,,,ÁE,16/10/04,,,
MH-013:007,,,fjárhús,heimild,392897,469453,2,,,ÁE,16/10/04,,,
MH-013:008,,,traðir,heimild,392688,469579,2,,,ÁE,16/10/04,,,
MH-013:009,,Stöðultunga,kvíar,tóft,392696,469666,2,MH013_009,"MH013_009a_S , MH013_009b_V",ÁE,16/10/04,,,
MH-013:010,,Efri-og Neðri-Fjósatunga,fjós,heimild,392766,469595,2,,,ÁE,16/10/04,,,
MH-013:011,,Kálgarðsflatir,kálgarður,heimild,392744,469503,2,,,ÁE,16/10/04,,,
MH-013:012,,,smalakofi,hleðsla,394168,472771,2,MH013_012,"MH013_012a_NA , MH013_012b_NV",ÁE,20/10/04,,,
MH-013:013,,Teitstættur,býli,tóft,393865,469084,2,MH013_013,"MH013_013a_NNV , MH013_013b_A",ÁE,16/10/04,,,
MH-013:014,,Stekkjagrund,stekkur,heimild,393317,469074,2,,,ÁE,16/10/04,,,
MH-013:015,,Bjarnavað,vað,heimild,391337,413110,2,,,ÁE,16/10/04,,,
MH-013:016,,Háafellshver,þvottalaug,heimild,393230,468917,2,,,ÁE,16/10/04,,,
MH-013:017,,Ferjuskarð,ferja,heimild,393005,469189,2,,"MH013_017a_VSV , MH013_017b_VSV",ÁE,16/10/04,,,
MH-013:018,,Grafarbrekkur,mógrafir,heimild,392352,469244,2,,,ÁE,16/10/04,,,
MH-013:019,,Nesið,mógrafir,náma,391602,468769,2,,"MH013_019a_NNA , MH013_019b_ANA , MH013_019c_VNV",ÁE,16/10/04,,,
MH-013:020,,Fjárhústorfa,fjárhús,örnefni,392116,468756,2,,,ÁE,16/10/04,,,
MH-013:021,,,landamerki,varða,391179,468693,2,,"MH013_021a_S , MH013_021b_VNV",ÁE,09/11/04,,,
MH-013:022,,Byrgi,heygarður,þúst,391817,469597,2,MH013_022,MH013_022_SSV,ÁE,20/10/04,,,
MH-013:023,,Stekkur,stekkur,tóft,392164,469669,2,MH013_023,"MH013_023a_SSV , MH013_023b_SSV",ÁE,20/10/04,,,
MH-013:024,,,leið,heimild,391533,468552,2,,,ÁE,20/10/04,,,
MH-013:025,,Stórubrekkugata,leið,heimild,391584,469972,2,,,ÁE,20/10/04,,,
MH-013:026,,Hryggjasteinn,landamerki,áletrun,395747,472584,2,,"MH013_026a_N , MH013_026b_S",ÁE,20/10/04,,,
MH-013:027,,,óþekkt,varða,392419,470972,2,,MH013_027_SV,ÁE,20/10/04,,,
MH-013:028,,Merkjasteinn,landamerki,heimild,391493,470290,2,,MH013_028_V,ÁE,20/10/04,,,
MH-013:029,,,óþekkt,varða,392628,470987,2,,MH013_029_SV,ÁE,20/10/04,,,
MH-014:001,,Þorgautsstaðir,bústaður,bæjarhóll,390128,469887,2,,MH014_001_NNV,ÁE,26/10/04,,,
MH-014:002,,,bænhús,heimild,390127,469885,2,,,ÁE,26/10/04,,,
MH-014:003,,,útihús,heimild,390160,469877,2,,,ÁE,26/10/04,,,
MH-014:004,,,útihús,heimild,390168,469804,2,,,ÁE,26/10/04,,,
MH-014:005,,,fjárhús,tóft,390118,469869,2,MH014_005_039_040_041_042,MH014_005_S,ÁE,26/10/04,,,
MH-014:006,,,traðir,heimild,390118,469869,2,,,ÁE,26/10/04,,,
MH-014:007,,,útihús,heimild,390074,469859,2,,,ÁE,26/10/04,,,
MH-014:008,,,fjós,heimild,390082,469878,2,,,ÁE,26/10/04,,,
MH-014:009,,,heystæði,tóftir,390308,469457,2,MH014_009,"MH014_009a_ANA , MH014_009b_ofaná",ÁE,31/10/04,,,
MH-014:010,,,stekkur,tóft,390493,468870,2,MH014_010,"MH014_010a_NV , MH014_010b_V",ÁE,28/10/04,,,
MH-014:011,,,stekkur,tóft,389820,468657,2,MH014_011,MH014_011_SSV,ÁE,31/10/04,,,
MH-014:012,,,stekkur,tóft,389621,469772,2,MH014_012,"MH014_012a_SSA , MH014_012b_S",ÁE,02/11/04,,,
MH-014:013,,Gullteigur,,sögustaður,391821,469932,2,,,ÁE,01/11/04,,,
MH-014:014,,Flói,rista,heimild,390616,469751,2,,,ÁE,31/12/04,,,
MH-014:015,,Byrgishóll,,örnefni,389334,469835,2,,,ÁE,02/11/04,,,
MH-014:016,,,landamerki,heimild,391588,469254,2,,,ÁE,01/11/04,,,
MH-014:017,,,stekkur,tóft,390879,469823,2,MH014_017,"MH014_017a_SV , MH014_017b_S , MH014_017c_SA",ÁE,31/10/04,,,
MH-014:018,,,mylla,heimild,390892,469815,2,,,ÁE,31/10/04,,,
MH-014:019,,Þrívörður,óþekkt,varða,391044,470404,2,,,ÁE,01/11/04,,,
MH-014:020,,Byrgisklettur,smalakofi,hleðsla,392781,473456,2,MH014_020,"MH014_020a_V , MH014_020b_A",ÁE,01/11/04,,,
MH-014:021,,Flatavarða,landamerki,heimild,393149,473335,2,,,ÁE,01/11/04,,,
MH-014:022,,,óþekkt,tóftir,390374,469335,2,MH014_022,"MH014_022a_VNV , MH014_022b_NNA , MH014_022c_A ,",ÁE,31/10/04,,,
MH-014:023,,Vörðuholt,óþekkt,varða,392081,471765,2,,"MH014_023_S , MH014_023a_V",ÁE,01/11/04,,,
MH-014:024,,Gildruholt,refagildra,örnefni,389364,470596,2,,,ÁE,01/11/04,,,
MH-014:025,,,óþekkt,þúst,389689,470457,2,MH014_025,MH014_025_V,ÁE,09/11/04,,,
MH-014:026,,,stekkur,tóft+garðlag,390934,469843,2,MH014_026,"MH014_026a_S , MH014_026b_S",ÁE,31/10/04,,,
MH-014:027,,,mógrafir,náma,391235,468631,2,,,ÁE,28/10/04,,,
MH-014:028,,,mógrafir,náma,390690,468844,2,,,ÁE,27/10/04,,,
MH-014:029,,Laugamýri,þvottastaður,álagablettur,390007,469947,2,,,ÁE,02/11/04,,,
MH-014:030,,,landamerki,áletrun,391919,470890,2,,"MH014_030a_ofaná , MH014_030b_NA",ÁE,01/11/04,,,
MH-014:031,,,fjárhús,tóft,390197,469849,2,,"MH014_031a_NNV , MH014_031b_N , MH014_031c_NV",ÁE,02/11/04,,,
MH-014:032,,,herminjar,tóft,390194,469359,2,,"MH014_032a_NA , MH014_032b_NNA ,",ÁE,31/10/04,,,
MH-014:033,,,,öskuhaugur,390106,469884,2,,,ÁE,02/11/04,,,
MH-014:034,,,landamerki,varða,391982,473170,2,,MH014_034_VSV,ÁE,01/11/04,,,
MH-014:035,,Einbúavarða,landamerki,varða,390999,472499,2,,MH014_035_V,ÁE,01/11/04,,,
MH-014:036,,,túngarður,garðlag,390134,469939,2,,"MH014_036a_N , MH014_036b_N",ÁE,01/11/04,,,
MH-014:037,,,þvottastaður,frásögn,390088,469435,2,,,ÁE,02/11/04,,,
MH-014:038,,,stekkur,tóft,389653,469719,2,MH014_038,"MH014_038a_S , MH014_038b_SSA",ÁE,02/11/04,,,
MH-014:039,,,fjárhús,tóft,388368,414213,2,MH014_005_039_040_041_042,MH014_039_S,ÁE,26/10/04,,,
MH-014:040,,,fjárhús,tóft,390385,469898,2,MH014_005_039_040_041_042,MH014_040_S,ÁE,26/10/04,,,
MH-014:041,,,útihús,tóft,390382,469871,2,MH014_005_039_040_041_042,MH014_041_SV,ÁE,26/10/04,,,
MH-014:042,,,útihús,tóft,390373,469862,2,MH014_005_039_040_041_042,MH014_042_VSV,ÁE,26/10/04,,,
MH-014:043,,,óþekkt,hleðsla,390565,468748,2,MH014_043,"MH014_043(a)a_SV , MH014_043(a)b_VNV ,",ÁE,28/10/04,,,
MH-015:001,,Tóptahringur,bústaður,bæjarstæði,390008,469650,2,,,ÁE,02/11/04,,,
MH-015:002,,,útihús,frásögn,389957,469609,2,,,ÁE,02/11/04,,,
MH-015:003,,,útihús,frásögn,389930,469658,2,,,ÁE,02/11/04,,,
MH-016:001,,Fróðastaðir,bústaður,bæjarhóll,388012,469872,2,MH016_001_032_002_033_021,"MH016_001a_SV , MH016_001b_SV , MH016_001c_SSV ,",ÁE,21/10/04,,,
MH-016:002,,,fjós,tóft,388051,469876,2,MH_001_032_002_033_021,"MH016_002a_A ,MH016_002b_S",ÁE,21/10/04,,,
MH-016:003,,,fjárhús,heimild,387996,469726,2,,,ÁE,21/10/04,,,
MH-016:004,,,útihús,heimild,387997,469676,2,,,ÁE,21/10/04,,,
MH-016:005,,,útihús,heimild,387969,469647,2,,,ÁE,21/10/04,,,
MH-016:006,,,leið,gata,388020,469864,2,,,ÁE,21/10/04,,,
MH-016:007,,,leið,heimild,387970,469738,2,,,ÁE,21/10/04,,,
MH-016:008,,Brunnlág,brunnur,heimild,387980,469885,2,,,ÁE,21/10/04,,,
MH-016:009,,Lambhúshóll,fjárhús,örnefni,387980,469885,2,,MH016_009_ANA,ÁE,21/10/04,,,
MH-016:010,,,túngarður,garðlag,387811,469766,2,,,ÁE,25/10/04,,,
MH-016:011,,,rista,frásögn,387612,469528,2,,,ÁE,25/10/04,,,
MH-016:012,,,kvíar,tóft,388192,469903,2,MH016_012,"MH016_012a_SSV , MH016_012b_SSV , MH016_012c_NNA ,",ÁE,21/10/04,,,
MH-016:013,,Stekkur,stekkur,tóft,388395,469395,2,MH016_013,"MH016_013_ASA , MH016_013a_SSA ,",ÁE,22/10/04,,,
MH-016:014,,Grafir,mógrafir,heimild,388369,469641,2,,,ÁE,22/10/04,,,
MH-016:015,,Fróðastaðavað,vað,heimild,388237,469261,2,,,ÁE,22/10/04,,,
MH-016:016,,,landamerki,heimild,387424,469184,2,,,ÁE,25/10/04,,,
MH-016:017,,,mylla,frásögn,387906,469919,2,,,ÁE,09/11/04,,,
MH-016:018,,Gömluhús,beitarhús,tóftir,388616,469989,2,MH016_018,"MH016_018a_N , MH016_018b_NNV , MH016_018c_SSA",ÁE,21/10/04,,,
MH-016:019,,Rögnvaldarflói,,sögustaður,387433,469262,2,,,ÁE,25/10/04,,,
MH-016:020,,Sel(ið),sel,örnefni,388670,470831,2,,,ÁE,22/10/04,,,
MH-016:021,,,heygryfja,tóftir,388057,469872,2,MH016_001_032_002_033_021,,ÁE,21/11/04,,,
MH-016:022,,Heyskarð,leið,heimild,388224,471201,2,,MH016_022_NA,ÁE,22/10/04,,,
MH-016:023,,Merkjasteinn,landamerki,áletrun,387516,470292,2,,"MH016_023a_A , MH016_023b_ofaná",ÁE,22/10/04,,,
MH-016:024,,Vörðuhnaus,landamerki,varða,387732,471080,2,,MH016_024_S,ÁE,22/10/04,,,
MH-016:025,,Sjömannavarða,landamerki,heimild,389805,471634,2,,,ÁE,01/11/04,,,
MH-016:026,,,útihús,tóft,387986,469966,2,MH016_026,"MH016_026a_NV , MH016_026b_NNV , MH016_026c_NA",ÁE,21/10/04,,,
MH-016:027,,,útihús,tóft,388002,469940,2,MH016_027,"MH016_027a_SSA , MH016_027b_VNV , MH016_027c_N",ÁE,21/10/04,,,
MH-016:028,,,landamerki,varða,388791,471993,2,,MH016_028_SSV,ÁE,22/10/04,,,
MH-016:029,,,landamerki,varða,389463,472119,2,,MH016_029_SA,ÁE,22/10/04,,,
MH-016:030,,,landamerki,varða,389828,471704,2,,MH016_030_VSV,ÁE,22/10/04,,,
MH-016:031,,,landamerki,heimild,387450,469466,2,,,ÁE,25/10/04,,,
MH-016:032,,,smiðja,tóft,388036,469877,2,MH016_001_032_002_033_021,,ÁE,21/10/04,,,
MH-016:033,,,óþekkt,tóft+garðlag,388049,469873,2,MH_001_032_002_033_021,,ÁE,21/10/04,,,
MH-017:001,,Síðumúli,bústaður,bæjarhóll,386975,469838,2,MH017_001,"MH017_001a_VSV , MH017_001b_N , MH017_001c_NNA",ÁE,12/11/04,,,
MH-017:002,,,kirkja,kirkjugarður,387006,469874,2,,"MH017_002a_SA , MH017_002b_A , MH017_002c_A",ÁE,12/11/04,,,
MH-017:003,,,útihús,heimild,386886,470041,2,,,ÁE,13/11/04,,,
MH-017:004,,,fjárhús,heimild,386901,470116,2,,,ÁE,13/11/04,,,
MH-017:005,,,útihús,heimild,386916,469844,2,,,ÁE,13/11/04,,,
MH-017:006,,,útihús,heimild,386845,469752,2,,,ÁE,13/11/04,,,
MH-017:007,,,útihús,heimild,386856,469696,2,,,ÁE,13/11/04,,,
MH-017:008,,,útihús,heimild,386980,469807,2,,,ÁE,13/11/04,,,
MH-017:009,,,leið,gata,386980,469807,2,,,ÁE,13/11/04,,,
MH-017:010,,Fróði,legstaður,dys,387439,469836,2,,MH017_010_V,ÁE,14/11/04,,,
MH-017:011,,Stórhóll,býli,þúst,387020,469576,2,,,ÁE,13/11/04,,,
MH-017:012,,Síðumúli  vestari bær,bústaður,heimild,386955,469835,2,,,ÁE,13/11/04,,,
MH-017:013,,Fjósatunga,fjós,heimild,384576,469985,2,,,ÁE,13/11/04,,,
MH-017:014,,,hesthús,tóft,386903,470042,2,MH017_014,"MH017_014a_N , MH017_014b_N",ÁE,13/11/04,,,
MH-017:015,,,stekkur,heimild,386434,469381,2,,,ÁE,13/11/04,,,
MH-017:016,,Kláffoss,kláfferja,heimild,384996,467950,2,,,ÁE,04/11/04,,,
MH-017:017,,,mógrafir,náma,387183,469161,2,,,ÁE,13/11/04,,,
MH-017:018,,,,öskuhaugur,386959,469860,2,,"MH017_018a_V , MH017_018b_SSV",ÁE,13/11/04,,,
MH-017:019,,Byrgishóll,,örnefni,385314,469412,2,,,ÁE,14/11/04,,,
MH-017:020,,Síðumúlahús,býli,tóftir,385367,469949,2,MH017_020,"MH017_020a_NNV , MH017_020b_SSA , MH017_020c_NV ,",ÁE,14/11/04,,,
MH-017:022,,Gálgaklettur,aftökustaður,heimild,385962,471039,2,,,ÁE,14/11/04,,,
MH-017:023,,,fjárhús,frásögn,386936,470009,2,,,ÁE,13/11/04,,,
MH-017:024,,,leið,gata,386696,470412,2,,"MH017_024a_N , MH017_024b_NA, MH017_024c_S ,",ÁE,13/11/04,,,
MH-017:025,,Gömlugrafir,mógrafir,náma,385841,470216,2,,,ÁE,14/11/04,,,
MH-017:026,,,fjárhús,frásögn,386944,470079,2,,,ÁE,13/11/04,,,
MH-017:027,,,mógrafir,náma,385833,469216,2,,,ÁE,14/11/04,,,
MH-017:028,,Síðumúlalaug,þvottalaug,laug,386320,469484,2,,,ÁE,13/11/04,,,
MH-017:029,,Brúarsund,brú,hleðsla,386423,470785,2,,MH017_029_ASA,ÁE,14/11/04,,,
MH-017:031,,Laugaás,býli,heimild,386371,469502,2,,,ÁE,13/11/04,,,
MH-017:032,,,mógrafir,náma,386443,469851,2,,,ÁE,13/11/04,,,
MH-017b:001,,Selið,býli,tóftir,394780,474984,2,MH017B_001,"MH017b_001a_A , MH017b_001a_SA , MH017b_001a_VNV",ÁE,03/07/05,,,
MH-017b:002,,Heyvað,vað,heimild,393546,475240,2,,,ÁE,02/07/05,,,
MH-017b:004,,Víghólsvað,vað,heimild,398574,474521,2,,,ÁE,17/06/05,,,
MH-017b:005,,Víghóll,vígi,örnefni,398604,474595,2,,MH017b_005_V,ÁE,17/06/05,,,
MH-017b:006,,Víðihálsavarða,landamerki,heimild,394511,473111,2,,,ÁE,19/08/05,,,
MH-017b:007,,Bárðarvarða,landamerki,heimild,393110,474422,2,,,ÁE,19/08/05,,,
MH-018:001,,Síðumúlaveggir,bústaður,bæjarstæði,383972,468869,2,,"MH018_001a_N , MH018_001b_N",ÁE,02/11/04,,,
MH-018:002,,,fjárhús,heimild,383879,467831,2,,,ÁE,04/11/04,,,
MH-018:003,,,fjárhús,heimild,383970,468634,2,,,ÁE,02/11/04,,,
MH-018:004,,,traðir,heimild,384026,468837,2,,,ÁE,04/11/04,,,
MH-018:005,,Smiðjuhóll,smiðja,heimild,384013,468958,2,,,ÁE,04/11/04,,,
